reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID13654	30491|vfid|72628|vsiid|98856|ssid|RecName:_Full=Outer_membrane_lipoprotein_omp16;_AltName:_Full=16.5_kDa_minor_OMP;_Short=16_kDa_OMP;_AltName:_Full=Minor_outer_membrane_protein_omp16;_Flags:_Precursor;_	507	30491	72628	98856	RecName:_Full=Outer_membrane_lipoprotein_omp16;_AltName:_Full=16.5_kDa_minor_OMP;_Short=16_kDa_OMP;_AltName:_Full=Minor_outer_membrane_protein_omp16;_Flags:_Precursor;_		Outer_membrane_lipoprotein_omp16		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0A3S8"" target=""_blank"">P0A3S8</a>"	P0A3S9	RecName: Full=Outer membrane lipoprotein omp16; AltName: Full=16.5 kDa minor OMP; Short=16 kDa OMP; AltName: Full=Minor outer membrane protein omp16; Flags: Precursor; |Name=omp16; Synonyms=pal; OrderedLocusNames=BR1695;	virulence protein	RecName: Full=Outer membrane lipoprotein omp16; AltName: Full=16.5 kDa minor OMP; Short=16 kDa OMP; AltName: Full=Minor outer membrane protein omp16; Flags: Precursor; 		Feb 4 2012 04:39AM	virulence factor	Yes	Yes	507	1	186	0.366864	186	155.17498341375912	3418.7685743219927	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.203457416082653	4.411017751920392
ID00556	18551|vfid|41692|vsiid|62529|ssid|DNA-directed_RNA_polymerase_subunit_beta_[Streptococcus_agalactiae_2603V/R]	3576	18551	41692	62529	DNA-directed_RNA_polymerase_subunit_beta_[Streptococcus_agalactiae_2603V/R]	Streptococcus_agalactiae_2603V/R			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_687195.1"" target=""_blank"">NP_687195.1</a>"	NP_687195.1	NP_687195|NP_687195	pathogenicity island	DNA-directed RNA polymerase subunit beta [Streptococcus agalactiae 2603V/R]		Sep 27 2010 12:09AM	unknown	Yes	Yes	3576	6	240	0.067114112	1258	148.7989455858592	3278.293626136629	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	6	4	0.6189174597234306	13.418316001341832	0.1730753522716528	3.752325503730937
ID09550	21981|vfid|54125|vsiid|74992|ssid|beta-lactamase_[Staphylococcus_aureus]	846	21981	54125	74992	beta-lactamase_[Staphylococcus_aureus]	Staphylococcus_aureus			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_878023"" target=""_blank"">NP_878023</a>"	NP_878023.1	NP_878023|NP_878023	antibiotic resistance	beta-lactamase [Staphylococcus aureus]		Feb 8 2010 04:34PM	virulence factor	Yes	Yes	846	1	179	0.211584	179	89.49512741648797	1971.729736555605	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.1219301536098168	2.6434822697678944
ID01239	3425|vfid|4455|vsiid|5019|ssid|	2721	3425	4455	5019					"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">BMEI0121</a>"	secA 	BMEI0121 secA |BMEI0121 secA 	virulence protein			Jan 6 2010 05:09PM	virulence factor	Yes	Yes	2721	2	302	0.1109887	499	77.56909536499698	1708.9789844883164	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	0	0.2063058199078102	4.472772000447277	0.0758198529613414	1.6437971335712154
ID04880	24168|vfid|58276|vsiid|79143|ssid|hypothetical_protein_SAR0331_[Staphylococcus_aureus_subsp._aureus_MRSA252]	1356	24168	58276	79143	hypothetical_protein_SAR0331_[Staphylococcus_aureus_subsp._aureus_MRSA252]	Staphylococcus_aureus_subsp._aureus_MRSA252			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_039790"" target=""_blank"">YP_039790</a>"	YP_039790.1	YP_039790|YP_039790	antibiotic resistance	hypothetical protein SAR0331 [Staphylococcus aureus subsp. aureus MRSA252]		Feb 8 2010 05:28PM	virulence factor	Yes	Yes	1356	1	218	0.160767	218	68.00072246324238	1498.171469873095	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	0	0.2063058199078102	4.472772000447277	0.1521429350352582	3.298504425108612
ID04898	24928|vfid|59765|vsiid|80632|ssid|putative_transport_system_protein_[Staphylococcus_aureus_subsp._aureus_MRSA252]	1353	24928	59765	80632	putative_transport_system_protein_[Staphylococcus_aureus_subsp._aureus_MRSA252]	Staphylococcus_aureus_subsp._aureus_MRSA252			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_039604"" target=""_blank"">YP_039604</a>"	YP_039604.1	YP_039604|YP_039604	antibiotic resistance	putative transport system protein [Staphylococcus aureus subsp. aureus MRSA252]		Feb 8 2010 05:47PM	virulence factor	Yes	Yes	1353	1	211	0.15595	211	65.9631491971394	1453.2802683612038	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	2	0.2063058199078102	4.472772000447277	0.1524802807892167	3.305818182148764
ID00554	18839|vfid|42268|vsiid|63105|ssid|DNA-directed_RNA_polymerase_subunit_beta_[Streptococcus_agalactiae_NEM316]	3576	18839	42268	63105	DNA-directed_RNA_polymerase_subunit_beta_[Streptococcus_agalactiae_NEM316]	Streptococcus_agalactiae_NEM316			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_734626.1"" target=""_blank"">NP_734626.1</a>"	NP_734626.1	NP_734626|NP_734626	pathogenicity island	DNA-directed RNA polymerase subunit beta [Streptococcus agalactiae NEM316]		Sep 27 2010 01:27AM	unknown	Yes	Yes	3576	2	216	0.06040271	427	50.50647835068512	1112.74354400663	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	1	0.2063058199078102	4.472772000447277	0.0576917840905509	1.2507751679103123
ID09522	5815|vfid|33530|vsiid|54353|ssid|SubName:_Full=Beta-lactamase;_SubName:_Full=BlaZ;_	846	5815	33530	54353	SubName:_Full=Beta-lactamase;_SubName:_Full=BlaZ;_			Beta-lactamase	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q53699"" target=""_blank"">Q53699</a>"	Q53699	Name=blaZ;|Beta-lactamase (BlaZ). |SubName: Full=Beta-lactamase (BlaZ); |SubName: Full=Beta-lactamase; SubName: Full=BlaZ; 	virulence protein	SubName: Full=Beta-lactamase; SubName: Full=BlaZ; 		Oct 3 2010 07:45AM	virulence factor	Yes	Yes	846	1	98	0.115839	98	48.99733232858001	1079.4944926393816	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.1219301536098168	2.6434822697678944
ID09552	22005|vfid|54171|vsiid|75038|ssid|beta-lactamase_[Plasmid_pI258]	846	22005	54171	75038	beta-lactamase_[Plasmid_pI258]	Plasmid_pI258			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=AAA98239"" target=""_blank"">AAA98239</a>"	AAA98239.1	AAA98239|AAA98239	antibiotic resistance	beta-lactamase [Plasmid pI258]		Feb 8 2010 04:35PM	virulence factor	Yes	Yes	846	1	94	0.111111	94	46.99744121312776	1035.4334929398149	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.1219301536098168	2.6434822697678944
ID03915	10050|vfid|48398|vsiid|69235|ssid|RecName:_Full=Zinc_metalloproteinase_aureolysin;_EC=3.4.24.29;_AltName:_Full=Staphylococcus_aureus_neutral_proteinase;_Flags:_Precursor;_	1530	10050	48398	69235	RecName:_Full=Zinc_metalloproteinase_aureolysin;_EC=3.4.24.29;_AltName:_Full=Staphylococcus_aureus_neutral_proteinase;_Flags:_Precursor;_		Zinc_metalloproteinase_aureolysin		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/AURE_STAAU"" target=""_blank"">P81177</a>"	P81177	RecName: Full=Zinc metalloproteinase aureolysin; EC=3.4.24.29; AltName: Full=Staphylococcus aureus neutral proteinase; Flags: Precursor; |Name=aur;	virulence protein	RecName: Full=Zinc metalloproteinase aureolysin; EC=3.4.24.29; AltName: Full=Staphylococcus aureus neutral proteinase; Flags: Precursor; 		Apr 30 2011 12:32PM	virulence factor	Yes	Yes	1530	1	106	0.069281	106	29.3042868740679	645.6232367742375	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.0674202025842516	1.4616901962246005
ID00526	18840|vfid|42270|vsiid|63107|ssid|DNA-directed_RNA_polymerase_subunit_beta`_[Streptococcus_agalactiae_NEM316]	3651	18840	42270	63107	DNA-directed_RNA_polymerase_subunit_beta`_[Streptococcus_agalactiae_NEM316]	Streptococcus_agalactiae_NEM316			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_734627.1"" target=""_blank"">NP_734627.1</a>"	NP_734627.1	NP_734627|NP_734627	pathogenicity island	DNA-directed RNA polymerase subunit beta` [Streptococcus agalactiae NEM316]		Sep 27 2010 01:28AM	unknown	Yes	Yes	3651	2	175	0.0479321	234	27.10945253214108	597.2673065273214	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2	2	0.2063058199078102	4.472772000447277	0.0565066611634648	1.2250813476985147
ID02724	18489|vfid|41568|vsiid|62405|ssid|molecular_chaperone_DnaK_[Streptococcus_agalactiae_2603V/R]	1830	18489	41568	62405	molecular_chaperone_DnaK_[Streptococcus_agalactiae_2603V/R]	Streptococcus_agalactiae_2603V/R			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_687133.1"" target=""_blank"">NP_687133.1</a>"	NP_687133.1	NP_687133|NP_687133	pathogenicity island	molecular chaperone DnaK [Streptococcus agalactiae 2603V/R]		Sep 26 2010 11:51PM	unknown	Yes	Yes	1830	1	62	0.0338798	62	14.330367320724202	315.7223437488616	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.0563677103573251	1.222068852581223
ID00525	18552|vfid|41694|vsiid|62531|ssid|DNA-directed_RNA_polymerase_subunit_beta`_[Streptococcus_agalactiae_2603V/R]	3651	18552	41694	62531	DNA-directed_RNA_polymerase_subunit_beta`_[Streptococcus_agalactiae_2603V/R]	Streptococcus_agalactiae_2603V/R			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_687196.1"" target=""_blank"">NP_687196.1</a>"	NP_687196.1	NP_687196|NP_687196	pathogenicity island	DNA-directed RNA polymerase subunit beta` [Streptococcus agalactiae 2603V/R]		Sep 27 2010 12:09AM	unknown	Yes	Yes	3651	1	69	0.0188989	69	7.993812926144163	176.11728269395374	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.0282533305817324	0.6125406738492574
ID00085	1481|vfid|1482|vsiid|1507|ssid|tRNA_34__Leucine__of_Chromosome_1	20510	1481	1482	1507	tRNA_34__Leucine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Bsu21L.html"" target=""_blank"">Bsu21L</a>"	Bsu21L	Bsu21L	pathogenicity island	tRNA 34 (Leucine) of Chromosome 1		Oct 10 2010 11:48AM	unknown	No	Yes	20510	1	62	0.00302292	62	1.2786237053595948	28.17025300148302	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1	1	0.1031529099539051	2.2363860002236384	0.0050293959021894	0.1090388103473251
